FINANCIAL_SUMMARY_SALES_ID,ACTUAL_UNITS,ACTUAL_AMOUNT,FORCAST_UNIT,FORCAST_AMOUNT,LOCATION_ID,SALES_CLASS_ID,REPORT_BEGIN_DATE_ID,REPORT_END_DATE_ID
2014050103,4505278,6883174.15,14229160,21928919,3,1,20140501,20140530
2014050104,2383848,3757606.36,7633299,11747759,4,1,20140501,20140530
2013120107,5325065,8279463.17,5372990,8353978,7,1,20131202,20131231
2013120108,4999875,7776634.17,4978375,7743195,8,1,20131202,20131231
2013120109,9012772,13787660.7,8672089,13266487,9,1,20131202,20131231
2013120110,3676358,5564744.92,3854661,5834635,10,1,20131202,20131231
2013120111,8477094,13114756.15,9295133,14380330,11,1,20131202,20131231
2013120112,3492844,5337697.38,3275239,5005159,12,1,20131202,20131231
2013120201,3677255,5748443.29,4007104,6264079,1,2,20131202,20131231
2013120202,2029706,3267985.92,1998042,3217005,2,2,20131202,20131231
2013120203,2817961,4470008.83,2756811,4373010,3,2,20131202,20131231
2013120204,6201022,9432760.92,6071420,9235616,4,2,20131202,20131231
2013120205,6728947,10343098.57,7449617,11450844,5,2,20131202,20131231
2013120206,3455462,5396042.26,3772673,5891399,6,2,20131202,20131231
2013120207,9849708,15280368.22,9381846,14554551,7,2,20131202,20131231
2013120208,8871589,13656208.91,9371946,14426419,8,2,20131202,20131231
2013120209,4125632,6449523.68,3361152,5254427,9,2,20131202,20131231
2013120210,4887326,7639901.19,5307147,8296169,10,2,20131202,20131231
2013120211,3514913,5350165.49,3407005,5185915,11,2,20131202,20131231
2013120212,3883201,6001122.01,3866891,5975917,12,2,20131202,20131231
2013120301,9215282,7205909.06,8293753,6485318,1,3,20131202,20131231
2013120302,4676360,3607076.17,5069641,3910431,2,3,20131202,20131231
2013120303,3720825,2874298.03,3428740,2648666,3,3,20131202,20131231
2013120304,5848570,4459514.07,5853248,4463082,4,3,20131202,20131231
2013120305,5615414,4402883.47,4665285,3657916,5,3,20131202,20131231
2013120306,5096267,3909924.75,4709460,3613161,6,3,20131202,20131231
2013120307,6987511,5342208.67,6742249,5154697,7,3,20131202,20131231
2013120308,4846668,3798420.92,5020663,3934784,8,3,20131202,20131231
2013120309,4222467,3277071.99,3847934,2986396,9,3,20131202,20131231
2013120310,8505333,6600005.38,9235941,7166946,10,3,20131202,20131231
2013120311,7349944,5710897.96,7542512,5860523,11,3,20131202,20131231
2013120312,5100570,3902005.31,5427516,4152124,12,3,20131202,20131231
2013030401,0,0,3801450,2902941,1,4,20130301,20130329
2013120401,3685004,2814017.6,3801450,2902941,1,4,20131202,20131231
2013120402,4345588,3321367.25,4054868,3099168,2,4,20131202,20131231
2013030403,95032,76025.6,6536480,5076736,3,4,20130301,20130329
2013120403,6064088,4709839.35,6536480,5076736,3,4,20131202,20131231
2013120404,2243402,1752935.53,2251702,1759421,4,4,20131202,20131231
2013020405,0,0,3645170,2825439,5,4,20130201,20130228
2013120405,3630648,2814182.48,3645170,2825439,5,4,20131202,20131231
2013120406,4825891,3703530.02,4504004,3456505,6,4,20131202,20131231
2013120407,4433470,3359150.47,4704798,3564730,7,4,20131202,20131231
2013030408,0,0,2644126,2111221,8,4,20130301,20130329
2013120408,2796538,2232914.53,2644126,2111221,8,4,20131202,20131231
2013120409,3829947,2973536.38,3571808,2773120,9,4,20131202,20131231
2013030410,0,0,7800766,6086738,10,4,20130301,20130329
2013120410,7783642,6073376.67,7800766,6086738,10,4,20131202,20131231
2013120411,2551174,2047777.23,1938382,1555901,11,4,20131202,20131231
2013020412,0,0,1833932,1461107,12,4,20130201,20130228
2013120412,1821908,1451527.14,1833932,1461107,12,4,20131202,20131231
2013120501,6945904,5355797.98,6997998,5395966,1,5,20131202,20131231
2013040502,0,0,7288663,5673808,2,5,20130401,20130430
2013020502,0,0,7288663,5673808,2,5,20130201,20130228
2013120502,7758024,6039178.05,7288663,5673808,2,5,20131202,20131231
2013120503,5532112,4266499.01,5714671,4407293,3,5,20131202,20131231
2013020504,0,0,6940886,5407534,4,5,20130201,20130228
2013120504,6630576,5165776,6940886,5407534,4,5,20131202,20131231
2013050505,1950787,1502801.25,3894132,3013889,5,5,20130501,20130531
2013120505,3765721,2914504.19,3894132,3013889,5,5,20131202,20131231
2013120506,2419717,1973856.68,2416813,1971488,6,5,20131202,20131231
2013040507,56422,41188.06,6664893,5118033,7,5,20130401,20130430
2013030507,0,0,6664893,5118033,7,5,20130301,20130329
2013120507,6810641,5229954.38,6664893,5118033,7,5,20131202,20131231
2013080508,461820,352064.47,1886331,1471782,8,5,20130801,20130830
2013120508,1632622,1273829.33,1886331,1471782,8,5,20131202,20131231
2013060509,1184611,892408.27,4283418,3271991,9,5,20130603,20130628
2013030509,242709,184458.84,4283418,3271991,9,5,20130301,20130329
2013120509,3499811,2673413.43,4283418,3271991,9,5,20131202,20131231
2013040510,0,0,9067094,6860814,10,5,20130401,20130430
2013120510,8990674,6802989.09,9067094,6860814,10,5,20131202,20131231
2013090511,4346278,3405064.14,7600962,5933952,11,5,20130902,20130930
2013020511,0,0,7600962,5933952,11,5,20130201,20130228
2013120511,7285500,5687675.62,7600962,5933952,11,5,20131202,20131231
2013070512,1303821,1012724.55,3824177,2948600,12,5,20130701,20130731
2013040512,1052468,819460.02,3824177,2948600,12,5,20130401,20130430
2013120512,4239195,3268595.89,3824177,2948600,12,5,20131202,20131231
2013120601,4586640,3562334.98,5024205,3902182,1,6,20131202,20131231
2013090602,2521913,1908011.51,3770415,2914374,2,6,20130902,20130930
2013030602,0,0,3770415,2914374,2,6,20130301,20130329
2013120602,3474077,2685316.17,3770415,2914374,2,6,20131202,20131231
2013070603,2966345,2210638.69,3951649,2951269,3,6,20130701,20130731
2013050603,901726,667382.39,3951649,2951269,3,6,20130501,20130531
2013120603,3604862,2692272.23,3951649,2951269,3,6,20131202,20131231
2013030604,578520,462411.04,2975464,2381575,4,6,20130301,20130329
2013120604,3004913,2405145.82,2975464,2381575,4,6,20131202,20131231
2013090605,2170811,1750665.05,3445504,2750541,5,6,20130902,20130930
2013060605,552885,456317.11,3445504,2750541,5,6,20130603,20130628
2013120605,3679129,2937043.29,3445504,2750541,5,6,20131202,20131231
2013110606,3011729,2371171.69,3794312,2994157,6,6,20131101,20131129
2013050606,938113,702141.24,3794312,2994157,6,6,20130501,20130531
2013120606,3630574,2864948.12,3794312,2994157,6,6,20131202,20131231
2013080607,1299649,999831.22,4026658,3102778,7,6,20130801,20130830
2013030607,0,0,4026658,3102778,7,6,20130301,20130329
2013120607,4326484,3333811.6,4026658,3102778,7,6,20131202,20131231
2013100608,2241362,1742321.38,4434834,3455863,8,6,20131001,20131031
2013070608,684689,551537.93,4434834,3455863,8,6,20130701,20130731
2013040608,253206,197500.68,4434834,3455863,8,6,20130401,20130430
2013120608,4152078,3235523.5,4434834,3455863,8,6,20131202,20131231
2013030609,0,0,3488715,2717287,9,6,20130301,20130329
2013120609,3349060,2608511.57,3488715,2717287,9,6,20131202,20131231
2013090610,2144697,1653748.87,3690875,2820779,10,6,20130902,20130930
2013120610,3985396,3045868.21,3690875,2820779,10,6,20131202,20131231
2013100611,4883552,3890156.88,7595830,6028163,11,6,20131001,20131031
2013070611,1017776,814009.87,7595830,6028163,11,6,20130701,20130731
2013050611,322475,264598.89,7595830,6028163,11,6,20130501,20130531
2013030611,0,0,7595830,6028163,11,6,20130301,20130329
2013120611,7504278,5955506.22,7595830,6028163,11,6,20131202,20131231
2013120612,7364094,5595013.54,7031973,5342678,12,6,20131202,20131231
2014010101,424198,677529.05,9975249,15280337,1,1,20140101,20140131
2014010102,620747,981897.6,6348739,9917053,2,1,20140101,20140131
2014010103,1138559,1716377.69,14229160,21928919,3,1,20140101,20140131
2014010104,409605,630300.17,7633299,11747759,4,1,20140101,20140131
2014010105,276603,453850.2,5645066,8998836,5,1,20140101,20140131
2014010106,1326917,1992233.18,7513521,11699523,6,1,20140101,20140131
2014010107,2236714,3513877.69,9398848,14759145,7,1,20140101,20140131
2014010108,2237036,3359804.37,6771022,10488214,8,1,20140101,20140131
2015080604,5612647,4332552.32,5557643,4290093,4,6,20150803,20150831
2015050605,3100775,2362480.83,2903875,2212463,5,6,20150501,20150529
2015040605,3100775,2362480.83,2903875,2212463,5,6,20150401,20150430
2015080605,3100775,2362480.83,2903875,2212463,5,6,20150803,20150831
2015080606,3532295,2798485.78,3691601,2924697,6,6,20150803,20150831
2015030607,1887808,1492520.7,1854318,1480555,7,6,20150302,20150331
2015010607,1272421,1014246.78,1854318,1480555,7,6,20150101,20150130
2015080607,1992391,1590797.35,1854318,1480555,7,6,20150803,20150831
2015050608,2916046,2297200.25,3114628,2453640,8,6,20150501,20150529
2015080608,2916046,2297200.25,3114628,2453640,8,6,20150803,20150831
2015080609,4890765,3779815.66,5094709,3937434,9,6,20150803,20150831
2015030610,2435301,1940036.99,2460342,1956576,10,6,20150302,20150331
2015020610,1800277,1455704.19,2460342,1956576,10,6,20150202,20150227
2015080610,2656670,2112704.81,2460342,1956576,10,6,20150803,20150831
2015060611,1944927,1488757.6,1968655,1506920,11,6,20150601,20150630
2015080611,1944927,1488757.6,1968655,1506920,11,6,20150803,20150831
2015080612,6243701,4762704.45,5962110,4547906,12,6,20150803,20150831
2015050411,2243050,1709500.87,1704269,1298879,11,4,20150501,20150529
2015050412,3253354,2487633,3274826,2504051,12,4,20150501,20150529
2015050501,4606141,3586757.74,4919506,3822773,1,5,20150501,20150529
2015050502,2294087,1761069.76,2155294,1654525,2,5,20150501,20150529
2015050503,1488915,1181290.68,1538049,1220273,3,5,20150501,20150529
2015050504,3337928,2656241.63,3494143,2780554,4,5,20150501,20150529
2015050505,6447492,4955222.92,6667351,5124196,5,5,20150501,20150529
2015050506,5661705,4347416.25,6594029,5090609,6,5,20150501,20150529
2015050507,4669356,3578367.88,4569431,3501791,7,5,20150501,20150529
2015050508,7411261,5763682.76,9331452,7238862,8,5,20150501,20150529
2015050509,1231306,990875.11,1506995,1212732,9,5,20150501,20150529
2015050510,3318512,2589567.01,4676445,3647333,10,5,20150501,20150529
2015050511,1739259,1409981.6,1814568,1471034,11,5,20150501,20150529
2015050512,1750873,1373208.39,1579462,1238771,12,5,20150501,20150529
2015050601,3663527,2894132.86,4013027,3170233,1,6,20150501,20150529
2015050602,1151900,910869.48,1250157,988567,2,6,20150501,20150529
2015050603,2576965,1973297.8,2824869,2163129,3,6,20150501,20150529
2015050604,4991799,3796387.99,5557643,4290093,4,6,20150501,20150529
2015050606,2544379,2023268.09,3691601,2924697,6,6,20150501,20150529
2015050607,1992391,1590797.35,1854318,1480555,7,6,20150501,20150529
2015050609,4890765,3779815.66,5094709,3937434,9,6,20150501,20150529
2015050610,2656670,2112704.81,2460342,1956576,10,6,20150501,20150529
2015050611,1944927,1488757.6,1968655,1506920,11,6,20150501,20150529
2015050612,5991163,4570775.57,5962110,4547906,12,6,20150501,20150529
2015060101,5755054,8854895,5561108,8556485,1,1,20150601,20150630
2015060102,4015415,6116383.8,3680127,5605666,2,1,20150601,20150630
2015060103,1304700,2085033.15,1381677,2208050,3,1,20150601,20150630
2015060104,3421916,5393376.56,3362071,5306176,4,1,20150601,20150630
2015060105,2015751,3067235.38,2097187,3191152,5,1,20150601,20150630
2015060106,2648899,4209040.6,3589313,5630681,6,1,20150601,20150630
2015060107,2813848,4454890.07,3467552,5457914,7,1,20150601,20150630
2015060108,4750491,7434965.23,4730063,7402995,8,1,20150601,20150630
2015060109,1277260,1992270.81,1228979,1916963,9,1,20150601,20150630
2015060110,2305373,3579730.35,2417183,3753347,10,1,20150601,20150630
2015060111,2407538,3715308.89,2639865,4073836,11,1,20150601,20150630
2015060112,4539123,6953379.88,4256335,6520184,12,1,20150601,20150630
2015060201,1334442,2031558.55,1454141,2213789,1,2,20150601,20150630
2015060202,1802825,2821370.67,1774700,2777357,2,2,20150601,20150630
2015060203,2318018,3636728.53,2267717,3557812,3,2,20150601,20150630
2015060204,1577186,2461880.14,1577664,2460256,4,2,20150601,20150630
2015060205,946484,1478378.85,1047852,1636713,5,2,20150601,20150630
2015060206,4349610,6743121.2,4748904,7362140,6,2,20150601,20150630
2015060207,3950863,6121823.18,3763197,5831037,7,2,20150601,20150630
2015060208,1781049,2859065.45,1881500,3020317,8,2,20150601,20150630
2015060209,4051362,6164007.83,3300644,5021817,9,2,20150601,20150630
2015060210,548664,833969.28,595794,905607,10,2,20150601,20150630
2015060211,2945305,4707823.67,2854884,4563293,11,2,20150601,20150630
2015060212,1231541,1904435.65,1226368,1896437,12,2,20150601,20150630
2015060301,3970339,3035590.51,3573305,2732031,1,3,20150601,20150630
2015060302,3251363,2534482.38,3524802,2747632,2,3,20150601,20150630
2015060303,4420160,3360130.98,4073177,3096361,3,3,20150601,20150630
2015060304,2545829,1915213.04,2547865,1916745,4,3,20150601,20150630
2015060305,1031387,831263.73,856876,690614,5,3,20150601,20150630
2015060306,4485275,3484718.29,4144842,3220228,6,3,20150601,20150630
2015060307,2904173,2256210.82,2802236,2177018,7,3,20150601,20150630
2015060308,3294893,2540735.9,3413179,2631948,8,3,20150601,20150630
2015060309,2573894,2000300.67,2345589,1822874,9,3,20150601,20150630
2015060310,3432564,2684460.49,3727421,2915056,10,3,20150601,20150630
2015060311,5431181,4144537.88,5573477,4253125,11,3,20150601,20150630
2015060312,3363957,2599525.82,3579586,2766155,12,3,20150601,20150630
2015060401,4338439,3369599.6,4475533,3476079,1,4,20150601,20150630
2015060402,1518041,1208994.33,1416484,1128113,2,4,20150601,20150630
2015060403,1664678,1276471.53,1996189,1527284,3,4,20150601,20150630
2015060404,1464478,1143473.31,1747780,1353339,4,4,20150601,20150630
2015060405,3686580,2800422.86,3701326,2811625,5,4,20150601,20150630
2015060406,1290852,990585.68,1204752,924514,6,4,20150601,20150630
2015060407,2367010,1858581.19,2511871,1972326,7,4,20150601,20150630
2015060408,3534635,2754732.97,3341997,2604600,8,4,20150601,20150630
2015060409,3572367,2820653.06,3422254,2709556,9,4,20150601,20150630
2015060410,4261371,3324592.86,4270746,3331907,10,4,20150601,20150630
2015060411,2243050,1709500.87,1704269,1298879,11,4,20150601,20150630
2015060412,3253354,2487633,3274826,2504051,12,4,20150601,20150630
2015060501,4882885,3794315.74,4919506,3822773,1,5,20150601,20150630
2015060502,2294087,1761069.76,2155294,1654525,2,5,20150601,20150630
2015060503,1488915,1181290.68,1538049,1220273,3,5,20150601,20150630
2015060504,3337928,2656241.63,3494143,2780554,4,5,20150601,20150630
2015060505,6447492,4955222.92,6667351,5124196,5,5,20150601,20150630
2015060506,6515454,5023841.58,6594029,5090609,6,5,20150601,20150630
2015060507,4669356,3578367.88,4569431,3501791,7,5,20150601,20150630
2015060508,8043824,6231779.38,9331452,7238862,8,5,20150601,20150630
2015060509,1231306,990875.11,1506995,1212732,9,5,20150601,20150630
2015060510,4242989,3307978.09,4676445,3647333,10,5,20150601,20150630
2015060511,1739259,1409981.6,1814568,1471034,11,5,20150601,20150630
2015060601,3663527,2894132.86,4013027,3170233,1,6,20150601,20150630
2015060602,1151900,910869.48,1250157,988567,2,6,20150601,20150630
2015060604,5612647,4332552.32,5557643,4290093,4,6,20150601,20150630
2015060605,3100775,2362480.83,2903875,2212463,5,6,20150601,20150630
2015060606,2544379,2023268.09,3691601,2924697,6,6,20150601,20150630
2015060607,1992391,1590797.35,1854318,1480555,7,6,20150601,20150630
2015060608,2916046,2297200.25,3114628,2453640,8,6,20150601,20150630
2015060609,4890765,3779815.66,5094709,3937434,9,6,20150601,20150630
2015060610,2656670,2112704.81,2460342,1956576,10,6,20150601,20150630
2015060612,6243701,4762704.45,5962110,4547906,12,6,20150601,20150630
2015070101,5755054,8854895,5561108,8556485,1,1,20150701,20150731
2015070102,4015415,6116383.8,3680127,5605666,2,1,20150701,20150731
2015070103,1304700,2085033.15,1381677,2208050,3,1,20150701,20150731
2015070104,3642548,5748836.78,3362071,5306176,4,1,20150701,20150731
2015070105,2015751,3067235.38,2097187,3191152,5,1,20150701,20150731
2015070106,3469612,5442900.52,3589313,5630681,6,1,20150701,20150731
2015070107,2813848,4454890.07,3467552,5457914,7,1,20150701,20150731
2015070108,4750491,7434965.23,4730063,7402995,8,1,20150701,20150731
2015070109,1277260,1992270.81,1228979,1916963,9,1,20150701,20150731
2015070110,2305373,3579730.35,2417183,3753347,10,1,20150701,20150731
2015070111,2407538,3715308.89,2639865,4073836,11,1,20150701,20150731
2015070112,4539123,6953379.88,4256335,6520184,12,1,20150701,20150731
2015070201,1334442,2031558.55,1454141,2213789,1,2,20150701,20150731
2015070202,1802825,2821370.67,1774700,2777357,2,2,20150701,20150731
2015070203,2318018,3636728.53,2267717,3557812,3,2,20150701,20150731
2015070204,1611342,2512772.58,1577664,2460256,4,2,20150701,20150731
2015070205,946484,1478378.85,1047852,1636713,5,2,20150701,20150731
2015070206,4349610,6743121.2,4748904,7362140,6,2,20150701,20150731
2015070207,3950863,6121823.18,3763197,5831037,7,2,20150701,20150731
2015070208,1781049,2859065.45,1881500,3020317,8,2,20150701,20150731
2015070209,4051362,6164007.83,3300644,5021817,9,2,20150701,20150731
2015070210,548664,833969.28,595794,905607,10,2,20150701,20150731
2015070211,2945305,4707823.67,2854884,4563293,11,2,20150701,20150731
2015070212,1231541,1904435.65,1226368,1896437,12,2,20150701,20150731
2015070301,3970339,3035590.51,3573305,2732031,1,3,20150701,20150731
2015070302,3251363,2534482.38,3524802,2747632,2,3,20150701,20150731
2015070303,4420160,3360130.98,4073177,3096361,3,3,20150701,20150731
2015070304,2545829,1915213.04,2547865,1916745,4,3,20150701,20150731
2015070305,1031387,831263.73,856876,690614,5,3,20150701,20150731
2015070306,4485275,3484718.29,4144842,3220228,6,3,20150701,20150731
2015070307,2904173,2256210.82,2802236,2177018,7,3,20150701,20150731
2013080304,1448182,1108455.93,5853248,4463082,4,3,20130801,20130830
2013080305,3978297,3058836.06,4665285,3657916,5,3,20130801,20130830
2013080306,1593914,1239737.58,4709460,3613161,6,3,20130801,20130830
2013080307,3760738,2856359.39,6742249,5154697,7,3,20130801,20130830
2013080308,1689423,1312592.21,5020663,3934784,8,3,20130801,20130830
2013080309,1389027,1078526.66,3847934,2986396,9,3,20130801,20130830
2013080310,2794378,2184664.44,9235941,7166946,10,3,20130801,20130830
2013080311,4479004,3447005.12,7542512,5860523,11,3,20130801,20130830
2013080312,2427702,1880090.18,5427516,4152124,12,3,20130801,20130830
2013080401,2689241,2056439.91,3801450,2902941,1,4,20130801,20130830
2013080402,2882178,2193526.78,4054868,3099168,2,4,20130801,20130830
2013080403,3077897,2406042.41,6536480,5076736,3,4,20130801,20130830
2013060511,2745773,2109238.17,7600962,5933952,11,5,20130603,20130628
2013060512,1117892,873277.8,3824177,2948600,12,5,20130603,20130628
2013060601,773371,595470.98,5024205,3902182,1,6,20130603,20130628
2013060602,820162,627048.05,3770415,2914374,2,6,20130603,20130628
2013060603,1579324,1169956.83,3951649,2951269,3,6,20130603,20130628
2013060604,642279,518206.54,2975464,2381575,4,6,20130603,20130628
2013060606,938113,702141.24,3794312,2994157,6,6,20130603,20130628
2013060607,1180803,904457.3,4026658,3102778,7,6,20130603,20130628
2013060608,284469,229160.72,4434834,3455863,8,6,20130603,20130628
2013060609,119925,93541.5,3488715,2717287,9,6,20130603,20130628
2013060610,1920826,1479735.46,3690875,2820779,10,6,20130603,20130628
2013060611,519413,429672.32,7595830,6028163,11,6,20130603,20130628
2013060612,1780375,1373033.97,7031973,5342678,12,6,20130603,20130628
2013070101,4005132,6172703.52,5057357,7801640,1,1,20130701,20130731
2013070102,1192791,1811611.29,2180927,3344806,2,1,20130701,20130731
2013070103,3374187,5085001.92,7873747,11850806,3,1,20130701,20130731
2013070104,1978145,3118959.72,6623187,10298496,4,1,20130701,20130731
2013070105,3434634,5327189.79,6751496,10429374,5,1,20130701,20130731
2013070106,3415217,5290345.74,5560019,8626528,6,1,20130701,20130731
2013070107,2862446,4521787.34,5372990,8353978,7,1,20130701,20130731
2013070108,1258826,2036032.87,4978375,7743195,8,1,20130701,20130731
2013070109,3768234,5766809.48,8672089,13266487,9,1,20130701,20130731
2013070110,503571,781761.97,3854661,5834635,10,1,20130701,20130731
2013070111,2803474,4418141.95,9295133,14380330,11,1,20130701,20130731
2013070112,918965,1405594.11,3275239,5005159,12,1,20130701,20130731
2013070201,2485939,3878261.66,4007104,6264079,1,2,20130701,20130731
2013070202,1041287,1671127.96,1998042,3217005,2,2,20130701,20130731
2013070203,697592,1161150.35,2756811,4373010,3,2,20130701,20130731
2013070204,2467266,3801924.9,6071420,9235616,4,2,20130701,20130731
2013070205,3147734,4795786.21,7449617,11450844,5,2,20130701,20130731
2013070206,1080903,1684405.32,3772673,5891399,6,2,20130701,20130731
2013070207,3306983,5127805.84,9381846,14554551,7,2,20130701,20130731
2013070208,3472391,5271505.12,9371946,14426419,8,2,20130701,20130731
2013070209,475382,713073,3361152,5254427,9,2,20130701,20130731
2013070210,730196,1147589.33,5307147,8296169,10,2,20130701,20130731
2013070211,807186,1227067.75,3407005,5185915,11,2,20130701,20130731
2013070212,0,0,3866891,5975917,12,2,20130701,20130731
2013070301,4456296,3439196.92,8293753,6485318,1,3,20130701,20130731
2013070302,554438,424805.25,5069641,3910431,2,3,20130701,20130731
2013070303,2479704,1924314.65,3428740,2648666,3,3,20130701,20130731
2013070304,1448182,1108455.93,5853248,4463082,4,3,20130701,20130731
2013070305,2722357,2106707.95,4665285,3657916,5,3,20130701,20130731
2013070306,1564248,1216004.78,4709460,3613161,6,3,20130701,20130731
2013070307,3215224,2439477.59,6742249,5154697,7,3,20130701,20130731
2013070308,1648736,1279778.14,5020663,3934784,8,3,20130701,20130731
2013070309,1096336,853827.78,3847934,2986396,9,3,20130701,20130731
2013070310,1955144,1514871.78,9235941,7166946,10,3,20130701,20130731
2013070311,2119055,1651555.92,7542512,5860523,11,3,20130701,20130731
2013070312,1161347,884481.88,5427516,4152124,12,3,20130701,20130731
2013070401,1940393,1484020.5,3801450,2902941,1,4,20130701,20130731
2013070402,1874467,1433914.23,4054868,3099168,2,4,20130701,20130731
2013070403,2513723,1980091.04,6536480,5076736,3,4,20130701,20130731
2013070404,803151,622242.7,2251702,1759421,4,4,20130701,20130731
2013070405,578626,462747.67,3645170,2825439,5,4,20130701,20130731
2013070406,3363942,2542284.21,4504004,3456505,6,4,20130701,20130731
2013070407,704220,521122.8,4704798,3564730,7,4,20130701,20130731
2013070408,314663,252233.86,2644126,2111221,8,4,20130701,20130731
2013070409,1753230,1376654.32,3571808,2773120,9,4,20130701,20130731
2013070410,3350007,2628246.42,7800766,6086738,10,4,20130701,20130731
2013070411,1029015,872010.86,1938382,1555901,11,4,20130701,20130731
2013070412,852809,682758.89,1833932,1461107,12,4,20130701,20130731
2013070501,2136440,1627471.27,6997998,5395966,1,5,20130701,20130731
2013070502,2090200,1645943.78,7288663,5673808,2,5,20130701,20130731
2013070503,2310463,1774196.85,5714671,4407293,3,5,20130701,20130731
2013070504,4150868,3167127.15,6940886,5407534,4,5,20130701,20130731
2013070505,2125603,1644594.51,3894132,3013889,5,5,20130701,20130731
2013070506,480380,374696.4,2416813,1971488,6,5,20130701,20130731
2013070507,1507729,1116429.16,6664893,5118033,7,5,20130701,20130731
2013070508,352139,270900.53,1886331,1471782,8,5,20130701,20130731
2013070509,1323200,994964.13,4283418,3271991,9,5,20130701,20130731
2013070510,2255665,1672442.61,9067094,6860814,10,5,20130701,20130731
2013070511,3172590,2481764.05,7600962,5933952,11,5,20130701,20130731
2013070601,773371,595470.98,5024205,3902182,1,6,20130701,20130731
2013070602,820162,627048.05,3770415,2914374,2,6,20130701,20130731
2013070604,1410132,1113139.04,2975464,2381575,4,6,20130701,20130731
2013070605,724840,596099.33,3445504,2750541,5,6,20130701,20130731
2013070606,2106199,1612664.28,3794312,2994157,6,6,20130701,20130731
2013070607,1299649,999831.22,4026658,3102778,7,6,20130701,20130731
2013070609,193725,147415.5,3488715,2717287,9,6,20130701,20130731
2013070610,2055487,1584165.07,3690875,2820779,10,6,20130701,20130731
2013070612,2475552,1887534.47,7031973,5342678,12,6,20130701,20130731
2013080101,4207261,6486003.47,5057357,7801640,1,1,20130801,20130830
2013080102,1192791,1811611.29,2180927,3344806,2,1,20130801,20130830
2013080103,3374187,5085001.92,7873747,11850806,3,1,20130801,20130830
2013080104,2146206,3395050.33,6623187,10298496,4,1,20130801,20130830
2013080105,3909107,6043359.34,6751496,10429374,5,1,20130801,20130830
2013080106,4233939,6546756.52,5560019,8626528,6,1,20130801,20130830
2013080107,3979798,6225302.2,5372990,8353978,7,1,20130801,20130830
2013080108,2507106,3910699.77,4978375,7743195,8,1,20130801,20130830
2013080109,6040238,9282054.07,8672089,13266487,9,1,20130801,20130830
2013080110,503571,781761.97,3854661,5834635,10,1,20130801,20130830
2013080111,4186069,6564897.21,9295133,14380330,11,1,20130801,20130830
2013080112,2483153,3772054.14,3275239,5005159,12,1,20130801,20130830
2013080201,2485939,3878261.66,4007104,6264079,1,2,20130801,20130830
2013080202,1587250,2574041.57,1998042,3217005,2,2,20130801,20130830
2013080203,933366,1529075.68,2756811,4373010,3,2,20130801,20130830
2013080204,2467266,3801924.9,6071420,9235616,4,2,20130801,20130830
2013080205,4468269,6867045.36,7449617,11450844,5,2,20130801,20130830
2013080206,1246150,1934704.95,3772673,5891399,6,2,20130801,20130830
2013080207,4111405,6390024.4,9381846,14554551,7,2,20130801,20130830
2013080208,3578520,5434943.78,9371946,14426419,8,2,20130801,20130830
2013080209,475382,713073,3361152,5254427,9,2,20130801,20130830
2013080210,1451168,2279947.95,5307147,8296169,10,2,20130801,20130830
2013080211,1030209,1577213.86,3407005,5185915,11,2,20130801,20130830
2013080212,530796,822946.12,3866891,5975917,12,2,20130801,20130830
2013080301,4992452,3865709.02,8293753,6485318,1,3,20130801,20130830
2013080302,1591052,1209729.37,5069641,3910431,2,3,20130801,20130830
2013080303,2668912,2072048.26,3428740,2648666,3,3,20130801,20130830
2015070308,3294893,2540735.9,3413179,2631948,8,3,20150701,20150731
2015070309,2573894,2000300.67,2345589,1822874,9,3,20150701,20150731
2015070310,3432564,2684460.49,3727421,2915056,10,3,20150701,20150731
2015070311,5431181,4144537.88,5573477,4253125,11,3,20150701,20150731
2015070312,3363957,2599525.82,3579586,2766155,12,3,20150701,20150731
2015070401,4338439,3369599.6,4475533,3476079,1,4,20150701,20150731
2015070402,1518041,1208994.33,1416484,1128113,2,4,20150701,20150731
2015070403,1851925,1416906.78,1996189,1527284,3,4,20150701,20150731
2015070404,1741338,1348349.71,1747780,1353339,4,4,20150701,20150731
2015070405,3686580,2800422.86,3701326,2811625,5,4,20150701,20150731
2015070406,1290852,990585.68,1204752,924514,6,4,20150701,20150731
2015070407,2367010,1858581.19,2511871,1972326,7,4,20150701,20150731
2015070408,3534635,2754732.97,3341997,2604600,8,4,20150701,20150731
2015070409,3669585,2905378.55,3422254,2709556,9,4,20150701,20150731
2015070410,4261371,3324592.86,4270746,3331907,10,4,20150701,20150731
2015070411,2243050,1709500.87,1704269,1298879,11,4,20150701,20150731
2015070412,3253354,2487633,3274826,2504051,12,4,20150701,20150731
2015070501,4882885,3794315.74,4919506,3822773,1,5,20150701,20150731
2015070502,2294087,1761069.76,2155294,1654525,2,5,20150701,20150731
2015070503,1488915,1181290.68,1538049,1220273,3,5,20150701,20150731
2015070504,3337928,2656241.63,3494143,2780554,4,5,20150701,20150731
2015070505,6447492,4955222.92,6667351,5124196,5,5,20150701,20150731
2015070506,6601952,5096724.79,6594029,5090609,6,5,20150701,20150731
2015070507,4669356,3578367.88,4569431,3501791,7,5,20150701,20150731
2015070508,8076383,6265243.52,9331452,7238862,8,5,20150701,20150731
2015070509,1231306,990875.11,1506995,1212732,9,5,20150701,20150731
